0,1,2,3
0.0012015454374453066,0.6051947495391781,0.0,0.0
0.0008439832095688943,0.5678680636636582,0.0,0.0
0.0006844000628732915,0.5569150141950092,0.0,0.0
0.0005663777065501442,0.5511495358245238,0.0,0.0
0.00047388983831689476,0.5479994462477231,0.0,0.0
0.0004003902892180183,0.5463829958788896,0.0,0.0
0.00034199513518045645,0.5456639851724612,0.0,0.0
0.00029546596939807653,0.5454909569606374,0.0,0.0
0.00025772072879818214,0.5456137306251158,0.0,0.0
0.00022625194830384405,0.5458914296977913,0.0,0.0
0.00019931328754177292,0.546236865787948,0.0,0.0
0.00017624133956553584,0.5466447869317341,0.0,0.0
0.00015618850679451415,0.5470491617827862,0.0,0.0
0.00013893356441365852,0.5474556336567705,0.0,0.0
0.00012368878248202056,0.5478458499154611,0.0,0.0
0.00011014896253913076,0.5482070058581308,0.0,0.0
9.818290262077515e-05,0.548546163907825,0.0,0.0
8.761762577111022e-05,0.5488604259844425,0.0,0.0
7.833052232238135e-05,0.5491449423255621,0.0,0.0
7.007288937508825e-05,0.5494175474949786,0.0,0.0
6.273738225084662e-05,0.5496661030845007,0.0,0.0
5.643171046331573e-05,0.5499002436489575,0.0,0.0
5.088533529307434e-05,0.5501143935017434,0.0,0.0
4.6058681336284624e-05,0.55031463315082,0.0,0.0
4.182389403029665e-05,0.5505020086349532,0.0,0.0
3.807570616252659e-05,0.5506784594325816,0.0,0.0
3.4751447657025327e-05,0.5508430429790423,0.0,0.0
3.179674840360179e-05,0.5510011198803653,0.0,0.0
2.9204288128919222e-05,0.5511427612787547,0.0,0.0
2.694295206535104e-05,0.5512805814976889,0.0,0.0
2.4946235078117662e-05,0.5514112191177529,0.0,0.0
2.3149173391620372e-05,0.5515274594015165,0.0,0.0
2.1566678109959044e-05,0.5516373970375897,0.0,0.0
2.0201351837197525e-05,0.5517421370257805,0.0,0.0
1.9002660155624182e-05,0.5518385730282814,0.0,0.0
1.7948808910813304e-05,0.5519269280253545,0.0,0.0
1.7057677041133707e-05,0.5520097302365184,0.0,0.0
1.630050162098672e-05,0.5520866627255268,0.0,0.0
1.5664447495052943e-05,0.5521598001074053,0.0,0.0
1.5158985301852082e-05,0.5522262922241473,0.0,0.0
1.4749031352460481e-05,0.5522894129493918,0.0,0.0
1.4418519763685887e-05,0.5523484732500104,0.0,0.0
1.4150683678127195e-05,0.5524027105327113,0.0,0.0
1.3932493423466067e-05,0.5524534583263864,0.0,0.0
1.3746395518358957e-05,0.5525004639363176,0.0,0.0
1.3580468386257646e-05,0.5525450163550314,0.0,0.0
1.341023324629983e-05,0.5525850918922708,0.0,0.0
1.3232469901837357e-05,0.5526229646544398,0.0,0.0
1.299925521025512e-05,0.5526585376564992,0.0,0.0
1.268528497270673e-05,0.5526915204999976,0.0,0.0
1.2331106744764572e-05,0.5527221764478019,0.0,0.0
1.1910449427362956e-05,0.552748794986081,0.0,0.0
1.1429973220205258e-05,0.5527740211615311,0.0,0.0
1.0890854901726402e-05,0.5527992618705051,0.0,0.0
1.0321118452088722e-05,0.5528209982014294,0.0,0.0
9.714638085707619e-06,0.552841892091569,0.0,0.0
9.091777607119398e-06,0.5528603321252997,0.0,0.0
8.442649570542142e-06,0.5528769982853974,0.0,0.0
7.811718396403955e-06,0.55289188766521,0.0,0.0
7.200030889091557e-06,0.5529045412303232,0.0,0.0
6.599619621276687e-06,0.5529160756817608,0.0,0.0
6.039500898716016e-06,0.5529249271199642,0.0,0.0
5.533040226370783e-06,0.5529330041106117,0.0,0.0
5.075416684121075e-06,0.5529404431483331,0.0,0.0
4.667718879062471e-06,0.5529460697208692,0.0,0.0
4.314768740506339e-06,0.5529504592947125,0.0,0.0
4.0029926414726956e-06,0.5529540384480064,0.0,0.0
3.749675726366512e-06,0.5529568506387198,0.0,0.0
3.5511021876544767e-06,0.552958705465113,0.0,0.0
3.3889399838474083e-06,0.5529601032979834,0.0,0.0
3.2578032633362175e-06,0.55296099856045,0.0,0.0
3.151823114902129e-06,0.5529612882102359,0.0,0.0
3.0776739399179785e-06,0.5529613672246627,0.0,0.0
3.022343844748753e-06,0.5529610478770354,0.0,0.0
2.9761331766862384e-06,0.5529609641997157,0.0,0.0
2.9243859771790913e-06,0.5529605227301203,0.0,0.0
2.865098318994105e-06,0.5529602886295517,0.0,0.0
2.798599411114184e-06,0.5529601431378064,0.0,0.0
2.7228098825472456e-06,0.5529601584330393,0.0,0.0
2.6393801434678855e-06,0.5529603574927974,0.0,0.0
2.5498430707101684e-06,0.552960511472931,0.0,0.0
2.452097414143412e-06,0.5529606572467016,0.0,0.0
2.348390701977727e-06,0.5529611362261204,0.0,0.0
2.243672099267471e-06,0.5529616268088341,0.0,0.0
2.1370089556157205e-06,0.5529622935238776,0.0,0.0
2.029134627588142e-06,0.5529630391277783,0.0,0.0
1.9182058586746325e-06,0.5529638359503183,0.0,0.0
1.8058756377064962e-06,0.5529648451872216,0.0,0.0
1.6950226331274907e-06,0.5529659004142764,0.0,0.0
1.5870553735344359e-06,0.5529669642081496,0.0,0.0
1.4828438588406176e-06,0.5529680672145049,0.0,0.0
1.3850832306711976e-06,0.5529692465220979,0.0,0.0
1.2950013577827813e-06,0.5529704381939248,0.0,0.0
1.21408005102315e-06,0.5529716906204369,0.0,0.0
1.1396009822865168e-06,0.5529728883385634,0.0,0.0
1.0742508890088001e-06,0.552974115103239,0.0,0.0
1.0148131575938167e-06,0.5529753170602923,0.0,0.0
9.61051404864338e-07,0.5529765052760021,0.0,0.0
9.127253163888524e-07,0.552977677424013,0.0,0.0
8.696779411420945e-07,0.5529788546661584,0.0,0.0
8.297496336406684e-07,0.5529799785811755,0.0,0.0
7.923248222464595e-07,0.552981096396576,0.0,0.0
7.59218791541171e-07,0.5529821836741484,0.0,0.0
7.290484014317207e-07,0.5529832737764135,0.0,0.0
7.004479121102991e-07,0.5529843065372919,0.0,0.0
6.730070536412325e-07,0.5529853360427174,0.0,0.0
6.459827205517357e-07,0.5529862750526089,0.0,0.0
6.198519757801222e-07,0.5529872093608208,0.0,0.0
5.938963507095368e-07,0.5529880714592363,0.0,0.0
5.688691410530387e-07,0.5529889127327761,0.0,0.0
5.43422838042826e-07,0.5529896884370775,0.0,0.0
5.130643315591701e-07,0.5529904342114027,0.0,0.0
4.806288210992036e-07,0.5529911239396076,0.0,0.0
4.5191017823314247e-07,0.5529918154404556,0.0,0.0
4.254917053975913e-07,0.5529924415461543,0.0,0.0
4.0092165946718245e-07,0.5529930508911898,0.0,0.0
3.7727215250898344e-07,0.5529935708982382,0.0,0.0
3.552772823802988e-07,0.5529940634273776,0.0,0.0
3.349925400767952e-07,0.5529944787463184,0.0,0.0
3.1685259375760164e-07,0.5529948625308594,0.0,0.0
3.0045389713277344e-07,0.5529951636780839,0.0,0.0
0.0022125142758980467,0.26200912171776214,0.0,0.0
0.00415914430341371,0.3824471903891761,0.0,0.0
0.0019607216551223556,0.08056584468880068,0.0,0.0
0.002626847951319012,0.3540479767039513,0.0,0.0
0.0015737468131146485,0.45015489615611776,0.0,0.0
0.0010532477409221149,0.4934541895300153,0.0,0.0
0.0007404884550520485,0.5184527015238153,0.0,0.0
0.0005331621855927467,0.5324863535261228,0.0,0.0
0.0003945512529281525,0.5404366929862087,0.0,0.0
0.00030331114156406414,0.5450005936965834,0.0,0.0
0.00024229603815638636,0.5476348323411881,0.0,0.0
0.00020097191835507714,0.5492070822397133,0.0,0.0
0.00017123241574012365,0.5501552487125975,0.0,0.0
0.0001479722143328472,0.5507691773299187,0.0,0.0
0.0001291654717874707,0.5511811490142686,0.0,0.0
0.00011323205615036095,0.5514499148486502,0.0,0.0
9.931979252737526e-05,0.5516310809959968,0.0,0.0
8.699869603594692e-05,0.5517543915247805,0.0,0.0
7.641758631626409e-05,0.5518392749912392,0.0,0.0
6.717667279132796e-05,0.5519077487682306,0.0,0.0
5.907766901659384e-05,0.5519572395727278,0.0,0.0
5.1998631907324365e-05,0.5519965873853466,0.0,0.0
4.594565852878273e-05,0.5520297333336086,0.0,0.0
4.065685205040032e-05,0.5520687950055649,0.0,0.0
3.608010386813021e-05,0.5521028508749997,0.0,0.0
3.220867061699767e-05,0.552144834977079,0.0,0.0
2.8950051141625035e-05,0.5521876379225235,0.0,0.0
2.619921069930798e-05,0.5522318256034574,0.0,0.0
2.3818545301208937e-05,0.5522781030098479,0.0,0.0
2.175639254477962e-05,0.5523281193819525,0.0,0.0
1.9946636498681664e-05,0.5523747082112636,0.0,0.0
1.8331052700104064e-05,0.5524208379824564,0.0,0.0
1.690559926279679e-05,0.5524692429520222,0.0,0.0
1.560246897779834e-05,0.5525154590821973,0.0,0.0
1.4392368312692825e-05,0.552561141960648,0.0,0.0
1.3346243314026456e-05,0.5526030131592304,0.0,0.0
1.2466404637464427e-05,0.5526431412240196,0.0,0.0
1.1715607140424882e-05,0.5526815117491479,0.0,0.0
1.1073053541439596e-05,0.5527167913977953,0.0,0.0
1.0522589397506016e-05,0.5527494495424874,0.0,0.0
1.010323199350173e-05,0.5527810900499095,0.0,0.0
9.798138233293542e-06,0.5528098185319718,0.0,0.0
9.612740070149573e-06,0.5528365775737402,0.0,0.0
9.554064769884721e-06,0.5528604968245179,0.0,0.0
9.625062849270776e-06,0.5528830779701354,0.0,0.0
9.79022952620956e-06,0.5529048279740806,0.0,0.0
1.0026586203648897e-05,0.5529239857620439,0.0,0.0
1.0319184096619624e-05,0.5529413150530034,0.0,0.0
1.0683903265514997e-05,0.552955870177908,0.0,0.0
1.1113058072560036e-05,0.5529703019802845,0.0,0.0
1.1540986161489478e-05,0.5529832932853339,0.0,0.0
1.1967501293008837e-05,0.5529955479111794,0.0,0.0
1.234489040618701e-05,0.5530066806144314,0.0,0.0
1.270136015293743e-05,0.5530169069721194,0.0,0.0
1.3005466281181135e-05,0.5530250647366888,0.0,0.0
1.3255749189288538e-05,0.5530336936342383,0.0,0.0
1.3407672411289186e-05,0.5530420107888749,0.0,0.0
1.3463727133014048e-05,0.5530490350950467,0.0,0.0
1.341332887272537e-05,0.5530552945739116,0.0,0.0
1.3242785055364093e-05,0.553062195339677,0.0,0.0
1.29459695404167e-05,0.5530694588532905,0.0,0.0
1.253568764286542e-05,0.5530749511282221,0.0,0.0
1.2036662874204164e-05,0.5530805189897207,0.0,0.0
1.1456268087481234e-05,0.553085457761391,0.0,0.0
1.0814229062198032e-05,0.5530908273786472,0.0,0.0
1.0150244734721207e-05,0.5530939073043317,0.0,0.0
9.474074745807933e-06,0.5530964484126684,0.0,0.0
8.78579346671263e-06,0.5530978269103459,0.0,0.0
8.098837946498199e-06,0.553100651150582,0.0,0.0
7.439745940114894e-06,0.5531015210032957,0.0,0.0
6.8164904729781105e-06,0.5531004273423382,0.0,0.0
6.2116717532599295e-06,0.5530994036835759,0.0,0.0
5.644384236388866e-06,0.5530979994829912,0.0,0.0
5.126685595193671e-06,0.5530958006111781,0.0,0.0
4.665239994456721e-06,0.5530932790648171,0.0,0.0
4.246193168754606e-06,0.553089649859728,0.0,0.0
3.87279319797147e-06,0.5530867092345402,0.0,0.0
3.5622866476153967e-06,0.553082099391634,0.0,0.0
3.3146590148039685e-06,0.5530778100939875,0.0,0.0
3.11807177095718e-06,0.5530729767075793,0.0,0.0
