0,1,2
2.613003217106237e-12,4.5224402560136684e-10,1.2560244264497452e-09
5.941294120541033e-11,2.059075100866402e-10,-4.2015070174486555e-10
3.3649346401251174e-11,3.8957557981033966e-10,3.038213822171865e-10
2.5846872153222872e-11,1.9000338909406357e-10,5.264773682757668e-10
4.273089301707186e-10,2.405981735925313e-10,-4.727065779332615e-10
2.0251952278871465e-11,3.549347921812323e-10,8.584849923533251e-10
-1.8023578306563336e-10,1.639328681446689e-10,-4.891449873997273e-10
1.3043667425105764e-11,-1.58136934748702e-10,-5.150910123103275e-10
1.3877135744934082e-11,4.185356262366026e-10,6.901457877600448e-10
1.8499098246462806e-12,6.965637088929343e-11,3.768444729158726e-10
6.298020463630617e-12,2.980305663996088e-10,4.745856191205906e-10
1.7161632090168177e-11,3.077286843762718e-10,4.996641827540233e-10
2.528993969094038e-11,3.087197029884044e-10,6.21343284798238e-10
1.3283033065270167e-11,3.1919389453072663e-10,-2.3746955367475374e-11
-1.7600512295464877e-11,1.3837259378202242e-10,-2.1789850562009608e-11
1.4539451262376254e-11,1.0521374325348834e-10,-3.133923166648989e-11
-9.974737139370248e-12,-2.088428456711285e-11,-4.77975146032991e-10
-1.9620357187855533e-11,1.3971953797114304e-10,-6.414713509144312e-11
2.587253985919814e-11,4.7569714934938006e-11,3.695719912836102e-10
1.9951017893419684e-11,-1.6878509813346656e-11,-4.5675803450049444e-10
-7.012814988074296e-12,7.446181570740503e-11,-1.7125849603267818e-10
-4.532439950549737e-12,3.3251870091321314e-10,5.146788834562021e-10
4.231440808324097e-13,-1.265452704564881e-10,3.810271514630344e-11
2.68151765950365e-11,-1.418056099706397e-10,-9.330038236700687e-10
-2.1879809703515256e-11,2.276647537161538e-10,1.0024975558560905e-09
7.222186652673389e-12,1.6047678440342279e-10,3.0717139742140523e-10
-3.2539396735769492e-12,-1.6355454671930457e-10,4.3529042962056534e-11
8.018155841800795e-12,1.7384398316050692e-10,4.441070091584669e-10
5.062063524911279e-11,-1.8186347420293722e-10,-6.229643995712714e-10
-1.9365120618548017e-12,5.058684698220636e-10,-1.0951861983513418e-09
1.1948298819903987e-11,4.4852752749837317e-11,-7.802661826683425e-10
1.7977318631165285e-11,3.9591030741490823e-11,-5.310945334268145e-10
2.147347061782219e-11,1.5454993190867178e-10,-1.8779901170314503e-10
1.850275255474936e-11,3.429662813561489e-10,4.819453728930572e-10
