Value
19150.545363190056
19139.652075697097
19143.100260725063
19329.08267646411
19011.246272036544
19092.772654571774
19074.43848344116
19485.658099701115
19127.158525009825
19402.926547826788
19157.89460146702
19152.92275818772
19145.841748597653
19071.199687330343
19313.149337856205
19343.00140793836
19331.072861645396
19293.80537418466
19413.917588509248
19341.60022710975
19466.2658092686
19148.293773271547
19727.44438811613
19311.46635729925
19135.720708262343
19302.313817132177
19742.566381733504
19292.029003308333
19559.4276991423
19006.562486879586
19214.85148799432
19318.134051152203
19259.124604299104
19158.62410970716
19231.470121680926
19122.677529375716
19234.52145609611
19245.652822401094
19281.089259726312
19112.159999762724
19240.63108758919
19119.239616787403
19140.32324717511
19115.487206455513
19262.13287754419
19211.64790357284
19190.043033148562
19589.40470162259
19201.990756148858
19142.889386850286
19168.193022918676
19328.781825014426
19193.08761077357
19470.15655118784
19254.411822480095
19198.80005855962
19793.18737557406
19557.753858237254
19289.315942594647
19755.682111941816
19271.429525852298
19106.7237302072
19577.689736243636
19188.23124931865
19173.91425495438
19291.344203714165
19166.53172600189
19758.98215150072
19164.830669593735
19261.461326433608
19061.932802997293
19175.46669398875
19791.485901862343
19208.9801353315
19199.14081555751
19104.457397474936
19566.01851436765
19254.850725380427
19611.758306868163
19675.41352332172
19569.143901861033
19458.200843998828
19583.28152821472
19276.48067186055
19475.3621378045
19641.610637273
19343.868214513972
19112.845669924856
19627.51388664663
19647.41662276222
19612.707853235228
19030.160613348242
19215.657838026273
19793.227568601622
19793.38232837723
19032.099812711014
19039.26514574923
19339.91969639176
19041.64493478416
19233.070951731217
19061.661246502415
19676.017558591135
19632.074879998156
19216.74627420115
19138.67644623137
19196.480128044488
19525.976832027907
19354.82765249836
19523.78147212895
19535.95780560907
19612.504679490223
19183.246324389227
19777.65134583012
19183.50030836426
19263.809748685355
19240.77623571898
19223.907551483433
19204.22917215561
19240.226507763742
19750.99420093129
19485.710320812206
19146.326998261487
19146.59614288336
19096.95297931019
19462.16147490609
19746.40556968402
19161.783814363804
19315.0875050901
19114.310390623294
19393.135381257234
19204.985434527844
19261.613644238765
19151.391958903863
19626.652429308666
19179.512834843816
19339.333900635116
19196.979376068495
19726.41618362679
19301.407980505668
19201.141916510624
19749.5645800347
19756.237210570882
19769.701257871715
19036.369466904285
19144.701473016194
19159.433350874544
19471.03042668339
19459.491839698607
19617.91086344848
19155.35922060826
19118.821938449608
19620.77672215202
19607.128794296998
19198.376123005073
19356.624598683295
19090.968380492926
19444.747858896913
19188.01926343212
19179.233199345297
19542.288255041767
19585.535140150085
19211.230592434575
19194.33017785635
19786.983565933017
19052.080940389114
19255.20858968637
19755.903598311736
19343.78982526853
19326.37529597126
19101.87033937246
19728.16667219844
19699.97562530182
19320.48446762145
19169.452664062534
19609.515307056892
19144.00300839095
19111.448264978066
19539.45165567825
19597.738633074114
19138.5868275488
19142.595624971815
19746.961951185003
19768.368258570667
19737.44746360539
19039.634244851575
19135.60653853501
19109.38953259717
19120.35534511419
19773.31955246775
19252.956105898877
19276.407471603074
19665.56443100353
19188.393842416295
19625.639494344352
19016.645206331286
19047.73672241451
19424.7208909565
19281.61351900442
19100.344560791254
19115.20705774651
19248.61766909122
19136.26049137487
19354.663864718863
19175.076224472406
19642.96992364535
19118.646726136027
19300.12695536979
19300.483609688377
19793.127484844947
19294.235709640903
19175.63382260184
19577.441307812143
19642.60157655623
19790.09144204396
19225.920643092675
19734.037763075634
19730.981373002633
19027.12307017794
