0,1,2
6.497706170164275e-11,1.716266514755512e-11,-5.8129696118135605e-11
1.2188195813521353e-10,3.349780852194341e-10,-1.6502516205050776e-10
1.856101538951602e-11,2.121147885367506e-11,-2.0935358122204245e-11
4.8895263164043777e-11,3.231660679332394e-10,-1.4096308919067618e-10
-2.3644806269036834e-11,2.544048683634765e-11,-4.936890095457767e-11
1.7462202595041264e-11,7.871636121499473e-10,-2.273033688960223e-10
-2.2882540970546847e-11,3.0065197997690814e-10,-1.5121733649217242e-10
-4.691755982232727e-11,3.5478000135635046e-11,-5.3325048872862705e-11
3.308863699107877e-13,1.3018598009677352e-09,-2.0749832355097573e-10
-4.679109004098056e-11,7.277867857906164e-10,-2.05469842373688e-10
-8.905927776888213e-11,2.775809531178753e-10,-1.5538710033678395e-10
-7.147048333252334e-11,2.8646890834837498e-11,-5.568562168051083e-11
-1.0025073317292414e-10,1.201490110284762e-09,-1.9221557107887254e-10
-8.560446961913485e-11,6.610474027219583e-10,-2.174262809677887e-10
-1.0176534451676707e-10,2.586670805063128e-10,-1.6217916977677086e-10
-5.3657617972000996e-11,2.8086623184748162e-11,-2.7285895257833828e-11
-1.2592216157610275e-10,1.0828496877502283e-09,-2.0290397744265005e-10
-1.0869131653284468e-10,6.49630123129181e-10,-2.159113341561164e-10
-1.1318806546769504e-10,2.4502028328134665e-10,-1.3647833568337853e-10
-7.181568233269829e-11,2.3471961121106934e-11,-6.008152750120865e-11
-1.3714259945936184e-10,1.0335189438188567e-09,-1.9596563517444313e-10
-1.328914864155959e-10,6.397863641058871e-10,-1.962980302238746e-10
-1.4041751206642548e-10,2.5218775291745247e-10,-1.6277557072072626e-10
-7.307229661950558e-11,2.2918376799063237e-11,-6.937866372655202e-11
-1.2937887575511222e-10,1.0210209528830315e-09,-1.9472022860103145e-10
-1.5841382805519273e-10,6.638945993969328e-10,-2.1263541818448287e-10
-1.5116354076460773e-10,2.6146629967972315e-10,-1.7510179382999824e-10
-1.1333108828679844e-10,3.710757190134166e-11,-4.99712405533861e-11
-1.3390039241720634e-10,1.0937983833350813e-09,-2.0605998888154094e-10
-1.7841377663106166e-10,7.06532490871361e-10,-2.3961754365451124e-10
-2.0489121158093568e-10,2.84013923610998e-10,-1.5876943260052164e-10
-1.556784836326462e-10,5.496667815958867e-11,-4.301645256459858e-11
-1.479998046299303e-10,1.1999755774027112e-09,-2.264846832912834e-10
-2.33106970501798e-10,7.65224446742153e-10,-2.3672626533617005e-10
-2.6417539583878293e-10,3.253635631604634e-10,-1.5162435042985077e-10
-2.1566788242653175e-10,5.4892550029948445e-11,-3.7136346059010804e-11
-2.3313918622818865e-10,1.337594704494251e-09,-2.3927677858999413e-10
-3.164158311371975e-10,8.292735743737945e-10,-2.317487349755729e-10
-4.00249690501334e-10,3.4874049920648417e-10,-1.4839022498161913e-10
-2.88047886485953e-10,3.8923249760773236e-11,-5.900063527943105e-11
-3.345422382531755e-10,1.463577585841985e-09,-2.7572024896307175e-10
-4.5402361150315866e-10,8.7527446681808e-10,-2.1893740504833396e-10
-5.171128314666143e-10,3.539899964690505e-10,-1.5865616186668963e-10
-3.8908282844445797e-10,7.563735130657613e-11,-1.4723882251965684e-11
-5.085536237695844e-10,1.5473488437390462e-09,-2.685870677082613e-10
-6.228272856490477e-10,8.986032153472424e-10,-2.214538095702703e-10
-6.91157337639947e-10,3.6417283281905147e-10,-1.7550564333261004e-10
-4.693560432643295e-10,1.965694348388417e-11,1.0642080754589737e-11
-6.632042507840708e-10,1.5775790845081865e-09,-2.8099199524661457e-10
-7.449082159798555e-10,8.853613701224249e-10,-2.3421715785345784e-10
-7.946817604443917e-10,3.751090269354956e-10,-1.8236904014756212e-10
-5.577081878184552e-10,4.6019045546304797e-11,-4.027561634557952e-11
-8.450731739361833e-10,1.5798994053094543e-09,-2.455965984451691e-10
-9.021875003653439e-10,9.57209011835636e-10,-2.0840695637487247e-10
-9.40724709983184e-10,4.096416424731778e-10,-1.7619131296484727e-10
-7.129878611981596e-10,1.0516090347607775e-10,-5.960451938020947e-11
-1.0333789782901674e-09,1.5822424197904255e-09,-2.3206420091855917e-10
-1.0697963305486318e-09,9.522944959158495e-10,-2.446816176762453e-10
-1.117505318328615e-09,3.9429321222498026e-10,-1.5357980235880722e-10
-7.946236594662243e-10,2.8605133600079378e-11,1.30105089423353e-11
-1.1053997754211911e-09,1.5688714838873843e-09,-2.457694863782508e-10
-1.1846445928094788e-09,9.887246097900762e-10,-2.3894705715613265e-10
-1.357776603590546e-09,4.4324468324535935e-10,-1.5190569747589966e-10
-9.311472188839323e-10,7.623324039264394e-11,-1.4754969871335388e-11
-1.2534769043005322e-09,1.6408254639934244e-09,-1.8934372619029363e-10
-1.3915979654341776e-09,1.0676371157408543e-09,-2.2439393306168382e-10
-1.5552050054732013e-09,4.828234653480621e-10,-1.8250265558064874e-10
-1.1663812359681997e-09,1.0518027554279834e-10,-5.951568279201791e-11
-1.426855266852614e-09,1.724067230877448e-09,-1.5609094718246763e-10
-1.5779646750756097e-09,1.1899961478672097e-09,-2.3770388637287787e-10
-1.7383530261799961e-09,6.059512562503374e-10,-1.1064471502483468e-10
-1.4286409442386939e-09,1.0619835451899955e-10,5.15207223488619e-12
-1.6339472293454104e-09,1.90157819333453e-09,-2.077389348482014e-10
-1.8501320700177244e-09,1.3359543226637306e-09,-2.184277857145007e-10
-2.3231281020942412e-09,5.997820787782104e-10,-2.408562967589465e-10
-1.841340036236479e-09,1.376758466051709e-10,6.205119289265426e-11
-1.8216450379828037e-09,2.0863958831613697e-09,-1.5313150589944097e-10
-2.2138202048707544e-09,1.5000900845246092e-09,-1.5832519700748172e-10
-2.6949137520698178e-09,7.475342941628326e-10,-7.523231325222148e-11
-2.4881513482116694e-09,1.3613452555134878e-10,2.616496807789262e-10
-2.2084425824647697e-09,2.343015003908186e-09,-1.169188145790721e-10
-2.7630231980578515e-09,1.7016726709866187e-09,-4.834555117594823e-11
-3.5328357525106973e-09,8.637367182079033e-10,-3.7941127323056265e-11
-3.314934270403901e-09,1.0846382982994969e-10,3.451278663838561e-10
-2.7434633047800098e-09,2.648301148424264e-09,-6.264000508424056e-11
-3.5807601475315384e-09,1.9205296793625817e-09,8.458860665554698e-11
-4.496209848052662e-09,9.143502819777643e-10,1.9690947597293447e-10
-4.881849452710616e-09,1.7853802780952014e-10,3.267738328444553e-10
-3.5549234233949874e-09,3.0486177411049152e-09,-5.3094628466604664e-11
-4.842888698638e-09,2.1136591173981995e-09,1.9423617689799232e-10
